,nama_produk,harga,diskon,rating,foto_produk,url_produk,nama_toko,lokasi_toko,url_toko,asal_ecommerce
25,Xiaomi Redmi 4x Case BABY Skin Ultra Thin Hard Case,9900,0,4.7,https://images.tokopedia.net/img/cache/250-square/product-1/2018/6/17/3626129/3626129_0fb9bcf5-a406-4727-8e0b-62ce3c12ef14_1000_1000.jpg,https://m.tokopedia.com/svlofficial/xiaomi-redmi-4x-case-baby-skin-ultra-thin-hard-case-navy?whid=0,SVL Official,Jakarta Barat,https://m.tokopedia.com/svlofficial,tokopedia
47,Xiaomi Redmi 4X Luxury Soft Leather Tekstur Litchi Soft Case,9900,0,4.8,https://images.tokopedia.net/img/cache/250-square/product-1/2017/12/13/10574258/10574258_fe87ca1c-b142-4903-956e-efe0c3716700_790_700.jpg,https://m.tokopedia.com/case100th/xiaomi-redmi-4x-luxury-soft-leather-tekstur-litchi-soft-case-hitam?whid=0,Case Avenue 1st,Jakarta Barat,https://m.tokopedia.com/case100th,tokopedia
52,"Anti Crack / Anticrack Mika / Case Xiaomi Redmi 4, 4A, 4X, 4 PRIME, 5A",9900,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/3/29/a74928ef-b4a2-4b44-905c-2500c903752d.png,https://m.tokopedia.com/hellomoindonesia/anti-crack-anticrack-mika-case-xiaomi-redmi-4-4a-4x-4-prime-5a-mi-9?whid=0,hellomo,Jakarta Utara,https://m.tokopedia.com/hellomoindonesia,tokopedia
108,Ultrathin Softcase Xiaomi Redmi 4x Soft Case Jely Case redmi 4x,10000,0,4.1,https://images.tokopedia.net/img/cache/250-square/product-1/2017/4/23/9670946/9670946_daa1c7ac-33ea-450e-833e-a4d4b46aad92_2048_0.jpg,https://m.tokopedia.com/stofershop/ultrathin-softcase-xiaomi-redmi-4x-soft-case-jely-case-redmi-4x?whid=0,Stofer Shop,Bekasi,https://m.tokopedia.com/stofershop,tokopedia
54,Case Anticrack Fiber Xiaomi Redmi 4X/Soft Casing Cover Clear Tpu,10000,0,4.8,https://images.tokopedia.net/img/cache/250-square/product-1/2019/3/22/15762573/15762573_e2d229f5-032c-4946-a46b-011a7f446fcf_380_380.jpg,https://m.tokopedia.com/lowcostcell/case-anticrack-fiber-xiaomi-redmi-4x-soft-casing-cover-clear-tpu?whid=0,LowCostCell,Bekasi,https://m.tokopedia.com/lowcostcell,tokopedia
92,KOPER SOFTCASE CASE XIAOMI REDMI NOTE 4 4X,10000,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/11/6/3e1e4738-c429-41a1-8b94-7da4e58dd65d.jpg,https://m.tokopedia.com/mycaseind/koper-softcase-case-xiaomi-redmi-note-4-4x-green-tea?whid=0,mycaseind,Malang,https://m.tokopedia.com/mycaseind,tokopedia
101,Silikon Case Dove My Choice Xiomi Redmi 4X Pelindung Kamera,10000,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/3/7ce7d205-b44c-44d4-b49b-eddcb2a5e89f.jpg,https://m.tokopedia.com/jaystore66/silikon-case-dove-my-choice-xiomi-redmi-4x-pelindung-kamera?whid=0,Jays Store66,Jakarta Timur,https://m.tokopedia.com/jaystore66,tokopedia
122,Case Silicon Carbon xiaomi Redmi 4x,10300,0,4.7,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/1/26/b457b184-f89f-465a-bb4c-935e1ed393ee.jpg,https://m.tokopedia.com/murah01-/case-silicon-carbon-xiaomi-redmi-4x-1?whid=0,SIP ACC,Jakarta Utara,https://m.tokopedia.com/murah01-,tokopedia
343,CASE SILICON CARBON XIAOMI REDMI 4X SOFTCASE,10400,0,4.8,https://s3.bukalapak.com/img/82707180772/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/8j20xk-jual-case-silicon-carbon-xiaomi-redmi-4x-softcase,Sip Acc,Jakarta Utara - DKI Jakarta,https://www.bukalapak.com/u/acckomplit,bukalapak
33,Case Leather Auto Focus for Xiaomi Redmi Note 4 4x - Motif Kulit Jeruk,10500,30,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/12/18/c5d058e3-1313-4f18-b179-e2a41cefa216.jpg,https://m.tokopedia.com/asmanofficial/case-leather-auto-focus-for-xiaomi-redmi-note-4-4x-motif-kulit-jeruk?whid=0,Asman official,Bekasi,https://m.tokopedia.com/asmanofficial,tokopedia
210,Soft Case Xiaomi POCO X3 NFC Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S Redmi 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X,10623,78,4.7,https://cf.shopee.co.id/file/c3e93af77de38aa9ea854cfb5f5ee612,https://shopee.co.id/-Soft-Case-Xiaomi-POCO-X3-NFC-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S-Redmi-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X-i.60867560.2710796605,lovelycase.id,,https://shopee.co.id/lovelycase.id,shopee
205,CASE FUZE MY CHOICE XIAOMI REDMI 6A 7 7A NOTE 4X 5PRO 6 POCO 7 M3 8 9,11400,43,4.9,https://cf.shopee.co.id/file/01f5b9d1995bd189e67c83acd9d453ed,https://shopee.co.id/-CASE-FUZE-MY-CHOICE-XIAOMI-REDMI-6A-7-7A-NOTE-4X-5PRO-6-POCO-7-M3-8-9-i.122043497.5185910334,casempv,KOTA BOGOR,https://shopee.co.id/casempv,shopee
8,CASE XIAOMI REDMI NOTE 4X/CASE DOVE/HARDCASE,11500,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/11/27/86a6ec73-1fcb-49bc-85f0-702852c38155.png,https://m.tokopedia.com/adshoppshop/case-xiaomi-redmi-note-4x-case-dove-hardcase?whid=0,Adshoppshop,Depok,https://m.tokopedia.com/adshoppshop,tokopedia
206,Xiaomi Redmi Note 2 3 3s 4A 4X 5A 5 6 6A 7 S2 Pro Plus Prime A2Lite Bear Soft Silicon Case Cover,11995,50,4.8,https://cf.shopee.co.id/file/a7b5f6aa26717aaf26a40818ce89cd96,https://shopee.co.id/-Xiaomi-Redmi-Note-2-3-3s-4A-4X-5A-5-6-6A-7-S2-Pro-Plus-Prime-A2Lite-Bear-Soft-Silicon-Case-Cover-i.129658992.6010235794,chaoan.id,,https://shopee.co.id/chaoan.id,shopee
144,Case Redmi Note 4 - Slim Case Fuze Dove Xiaomi Redmi Note 4x,12000,0,4.5,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/10/21/afc96083-c551-4763-b881-8feeaef19dd9.jpg,https://m.tokopedia.com/suryacell12/case-redmi-note-4-slim-case-fuze-dove-xiaomi-redmi-note-4x-biru?whid=0,Surya Cell Sparepart,Jakarta Utara,https://m.tokopedia.com/suryacell12,tokopedia
84,SOFTCASE REDMI NOTE 4 - CASE MATTE FULL COLOUR XIAOMI REDMI NOTE 4X,12000,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/10/14/77aa2bb3-17b7-4cf2-af78-ed656909c324.jpg,https://m.tokopedia.com/benuacell143/softcase-redmi-note-4-case-matte-full-colour-xiaomi-redmi-note-4x-hijau?whid=0,BenuaCell,Jakarta Utara,https://m.tokopedia.com/benuacell143,tokopedia
155,Xiaomi Redmi 4X Case Dove + Kamera Matte Transparan Fuze Macaron,12000,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/23/e98f4380-3c77-4ddb-b323-c8d6b1f07c46.jpg,https://m.tokopedia.com/sensee99/xiaomi-redmi-4x-case-dove-kamera-matte-transparan-fuze-macaron-hitam?whid=0,sense accessories,Jakarta Utara,https://m.tokopedia.com/sensee99,tokopedia
200,Case Bumper Xiaomi Redmi Note 2 Note 3 3 Pro Note 4 Note 4X 5X Note 6 Pro MiA1 Softcase My Choice,12000,33,4.8,https://cf.shopee.co.id/file/7356ddfd5a44495f12c07f3100b2ad76,https://shopee.co.id/-Case-Bumper-Xiaomi-Redmi-Note-2-Note-3-3-Pro-Note-4-Note-4X-5X-Note-6-Pro-MiA1-Softcase-My-Choice-i.359034897.4177183152,tokorecehofficial,KOTA JAKARTA TIMUR,https://shopee.co.id/tokorecehofficial,shopee
227,Case Xiaomi Redmi 4x AutoFocus Carbon Silikon,12000,60,4.8,https://cf.shopee.co.id/file/1548ecf1482e1e80e66fe091ccfc1428,https://shopee.co.id/-Case-Xiaomi-Redmi-4x-AutoFocus-Carbon-Silikon-i.54021469.3302794995,johnrony,KOTA DEPOK,https://shopee.co.id/johnrony,shopee
15,CASE REDMI 4X - CASE MATTE FULL COLOR XIAOMI REDMI 4X,12000,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/3/10/cf7396f6-2aa4-4079-afd3-5575a0d0a405.jpg,https://m.tokopedia.com/benuacell143/case-redmi-4x-case-matte-full-color-xiaomi-redmi-4x-hijau?whid=0,BenuaCell,Jakarta Utara,https://m.tokopedia.com/benuacell143,tokopedia
35,Case Xiaomi Redmi 4X - Slim Case Fuze Dove Xiaomi Redmi 4X,12000,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/3/11/25de39d2-94ee-4a29-aa4b-a5544c2d9b32.jpg,https://m.tokopedia.com/suryacell12/case-xiaomi-redmi-4x-slim-case-fuze-dove-xiaomi-redmi-4x-hitam?whid=0,Surya Cell Sparepart,Jakarta Utara,https://m.tokopedia.com/suryacell12,tokopedia
305,SOFTCASE REDMI NOTE 4 - CASE MATTE FULL COLOUR XIAOMI REDMI NOTE 4X,12000,0,4.9,https://s1.bukalapak.com/img/19019447872/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/3ulsdi3-jual-softcase-redmi-note-4-case-matte-full-colour-xiaomi-redmi-note-4x,Benua cell,Jakarta Utara - DKI Jakarta,https://www.bukalapak.com/u/benuacempaka,bukalapak
114,SOFTCASE CASE MATTE POLOS XIAOMI REDMI 4X - MI 8 - MI 8 LITE - NON PC,12000,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/2/38c1943c-4c5d-4190-9ea2-0043c7588f07.jpg,https://m.tokopedia.com/jecki/softcase-case-matte-polos-xiaomi-redmi-4x-mi-8-mi-8-lite-non-pc-mi-8-lite?whid=0,bc.benuacell,Jakarta Utara,https://m.tokopedia.com/jecki,tokopedia
192,Softcase Slim Fit Carbon Ipaky Xiaomi Redmi 4X Soft Case,12000,0,5.0,https://images.tokopedia.net/img/cache/250-square/product-1/2020/6/18/2933946/2933946_56417895-ffcc-438d-aaed-3cd7a2a4f16e_1078_1078.jpg,https://m.tokopedia.com/sensee99/softcase-slim-fit-carbon-ipaky-xiaomi-redmi-4x-soft-case?whid=0,sense accessories,Jakarta Utara,https://m.tokopedia.com/sensee99,tokopedia
261,Case Ipaky Carbon Xiaomi Redmi 4X,12250,65,4.8,https://cf.shopee.co.id/file/3e09fbfeadb8cd6ce5f3897b3c0dfea5,https://shopee.co.id/-Case-Ipaky-Carbon-Xiaomi-Redmi-4X-i.54021469.4208822598,johnrony,KOTA DEPOK,https://shopee.co.id/johnrony,shopee
152,CASE XIAOMI REDMI 4X / PRIME CASING SOFCASE CARBON BACK CASE SOFTSHELL,12500,0,3.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/6/11/d5e7235a-2802-4650-a806-b4e52ae4227a.jpg,https://m.tokopedia.com/muhammadyusufy/case-xiaomi-redmi-4x-prime-casing-sofcase-carbon-back-case-softshell?whid=0,Yusuf acc,Jakarta Selatan,https://m.tokopedia.com/muhammadyusufy,tokopedia
41,CASE XIAOMI REDMI NOTE 4X / 4 / 4PRO SNAPDRAGON CASING SLIM HP COVERS,12500,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/1/69b5e487-eb83-40cb-82f2-a54cba72bc93.jpg,https://m.tokopedia.com/muhammadyusufy71/case-xiaomi-redmi-note-4x-4-4pro-snapdragon-casing-slim-hp-covers?whid=0,Ayamjago acc,Jakarta Selatan,https://m.tokopedia.com/muhammadyusufy71,tokopedia
137,CASE XIAOMI REDMI NOTE 4 / 4x/4 pro MEDIATEK CASING SLIM COVERS,12500,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/1/0dd74c30-b612-4db7-9482-3b1e4fd31d70.jpg,https://m.tokopedia.com/muhammadyusufy71/case-xiaomi-redmi-note-4-4x4-pro-mediatek-casing-slim-covers?whid=0,Ayamjago acc,Jakarta Selatan,https://m.tokopedia.com/muhammadyusufy71,tokopedia
308,CASE XIAOMI REDMI 4X softcase redmi 4x,12500,0,4.8,https://s2.bukalapak.com/img/22727608192/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/hx46an-jual-case-xiaomi-redmi-4x-softcase-redmi-4x,Yusuf Acc,Jakarta Selatan - DKI Jakarta,https://www.bukalapak.com/u/muhammadyusufy71,bukalapak
312,CASE XIAOMI REDMI 4X softcase redmi 4x,12500,0,4.8,https://s2.bukalapak.com/img/22727608192/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/hx46an-jual-case-xiaomi-redmi-4x-softcase-redmi-4x,Yusuf Acc,Jakarta Selatan - DKI Jakarta,https://www.bukalapak.com/u/muhammadyusufy71,bukalapak
62,case xiaomi redmi 4x/Aero redmi 4x/my choice redmi4x Protec (W.Random),12500,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/25/b4a4abe5-cca8-4139-99b0-c9ae398b169f.jpg,https://m.tokopedia.com/adshoppshop/case-xiaomi-redmi-4x-aero-redmi-4x-my-choice-redmi4x-protec-w-random?whid=0,Adshoppshop,Depok,https://m.tokopedia.com/adshoppshop,tokopedia
336,CASE XIAOMI REDMI NOTE 4X NOTE 4 NOTE 4 PRO SNAPDRAGON MATTE CASING SLIM,12500,0,4.9,https://s2.bukalapak.com/img/77850558772/large/data.jpeg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/cog11k-jual-case-xiaomi-redmi-note-4x-note-4-note-4-pro-snapdragon-matte-casing-slim,Yusuf Acc,Jakarta Selatan - DKI Jakarta,https://www.bukalapak.com/u/muhammadyusufy71,bukalapak
157,Case xiaomi redmi note 4 / note 4 pro note 4x mediatek,12500,0,5.0,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/1/30/332ea98b-ef89-4bd2-8b97-b77dcca6e854.jpg,https://m.tokopedia.com/bungsucase/case-xiaomi-redmi-note-4-note-4-pro-note-4x-mediatek?whid=0,BungsuCase,Jakarta Selatan,https://m.tokopedia.com/bungsucase,tokopedia
145,"Anti Crack Xiaomi Redmi 4X (5.0"") | Softcase Anti Bentur + FREE TG",12750,15,4.6,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2020/12/11/80a96e27-4758-4754-bbe5-4a8b73c86578.jpg,https://m.tokopedia.com/asmanofficial/anti-crack-xiaomi-redmi-4x-5-0-softcase-anti-bentur-free-tg?whid=0,Asman official,Bekasi,https://m.tokopedia.com/asmanofficial,tokopedia
267,"REDMI note2,3,4/4X,5A,5,5PRO,6/6PRO,7/7PRO,8,8PRO,9,9PRO,10,10PRO,POCOX3aero choice kamera",13000,Non,4.8,https://cf.shopee.co.id/file/89caf50e31cca253a76a4b97ae1a6c08,"https://shopee.co.id/-REDMI-note2,3,4/4X,5A,5,5PRO,6/6PRO,7/7PRO,8,8PRO,9,9PRO,10,10PRO,POCOX3aero-choice-kamera-i.56368563.6377051354",dianaccshop,KOTA JAKARTA BARAT,https://shopee.co.id/dianaccshop,shopee
253,CASE XIAOMI REDMI S2 3 3S 3 PRO 4A 4X 5 5 PLUS 5A 6 6A 7 7A 8 8A 8A PRO 9 9A 9C 9T POCO M3,14000,44,4.8,https://cf.shopee.co.id/file/058a4af19af245c10bba2ba294df826d,https://shopee.co.id/-CASE-XIAOMI-REDMI-S2-3-3S-3-PRO-4A-4X-5-5-PLUS-5A-6-6A-7-7A-8-8A-8A-PRO-9-9A-9C-9T-POCO-M3-i.46627411.7445231770,cafe.racer06,KOTA JAKARTA SELATAN,https://shopee.co.id/cafe.racer06,shopee
276,CASE XIAOMI REDMI S2 3 4A 4X 5 5 PLUS 5A 6 6A 7 7A 8 8A 8A PRO 9 9A 9C 9T POCO M3,14000,44,4.8,https://cf.shopee.co.id/file/0c69a39c4e881f1e53c9e87764bdfb23,https://shopee.co.id/-CASE-XIAOMI-REDMI-S2-3-4A-4X-5-5-PLUS-5A-6-6A-7-7A-8-8A-8A-PRO-9-9A-9C-9T-POCO-M3-i.46627411.3345325956,cafe.racer06,KOTA JAKARTA SELATAN,https://shopee.co.id/cafe.racer06,shopee
31,Case Casing Soft Case Auto focus xiomi REDMI 4X -Hitam,14000,0,4.9,https://images.tokopedia.net/img/cache/250-square/product-1/2019/9/9/22101421/22101421_cdddd1e7-7ca6-44f5-b346-3656934b1211_700_700,https://m.tokopedia.com/fantastic13/case-casing-soft-case-auto-focus-xiomi-redmi-4x-hitam?whid=0,fantastic.victorious,Bandung,https://m.tokopedia.com/fantastic13,tokopedia
94,Tpu Armor Slimfit Case Xiaomi Redmi Note 4 dan Note 4x Premium Case,14000,0,5.0,https://images.tokopedia.net/img/cache/250-square/product-1/2020/4/26/4032999/4032999_486ab86c-81df-4862-8589-9722997688c3_720_720.jpg,https://m.tokopedia.com/electracelluler/tpu-armor-slimfit-case-xiaomi-redmi-note-4-dan-note-4x-premium-case?whid=0,ElectraCelluler,Kab. Sleman,https://m.tokopedia.com/electracelluler,tokopedia
239,iPhone Case Plat Nomer Black Soft Case Motor Mobil Nomor Casing for Apple iPhone X 6 6s 7 8 11,14200,63,4.8,https://cf.shopee.co.id/file/393a329183c74a72762a0a92cbe70e4b,https://shopee.co.id/-iPhone-Case-Plat-Nomer-Black-Soft-Case-Motor-Mobil-Nomor-Casing-for-Apple-iPhone-X-6-6s-7-8-11-i.207260726.5961541550,tycheeee,KOTA JAKARTA SELATAN,https://shopee.co.id/tycheeee,shopee
222,Xiaomi Redmi Note 2 3 3s 4A 4X 5A 5 6 6A 7 S2 Pro Plus Prime A2Lite Spiderman 2 Soft Silicon Case,14279,50,4.6,https://cf.shopee.co.id/file/b516f9035881767cb79662d48e1efcbf,https://shopee.co.id/-Xiaomi-Redmi-Note-2-3-3s-4A-4X-5A-5-6-6A-7-S2-Pro-Plus-Prime-A2Lite-Spiderman-2-Soft-Silicon-Case-i.129658992.3918931176,chaoan.id,,https://shopee.co.id/chaoan.id,shopee
250,Xiaomi Redmi 4A 4X 5 5A 6 6A 8 8A 9 9A 9C Pro Plus Case Bumper Candy Matte Hybrid My Choice Dove,14299,35,4.8,https://cf.shopee.co.id/file/c7d40f4f3fdb9dc17bb4908f4c614d2b,https://shopee.co.id/-Xiaomi-Redmi-4A-4X-5-5A-6-6A-8-8A-9-9A-9C-Pro-Plus-Case-Bumper-Candy-Matte-Hybrid-My-Choice-Dove-i.2553837.3954954651,nyatacell,KOTA BEKASI,https://shopee.co.id/nyatacell,shopee
202,Casing Soft Case Silikon Xiaomi Redmi Note 4A 5 6 7 6A 5A 3 3S 4 4x Prime Plus Pro Motif Bunga,14394,40,4.7,https://cf.shopee.co.id/file/316a711cbf49cb85cac2c4513d81f9a9,https://shopee.co.id/-Casing-Soft-Case-Silikon-Xiaomi-Redmi-Note-4A-5-6-7-6A-5A-3-3S-4-4x-Prime-Plus-Pro-Motif-Bunga-i.129658992.5108433370,chaoan.id,,https://shopee.co.id/chaoan.id,shopee
218,CASING SOFT CASE XIAOMI REDMI 4A 3 4X NOTE 5A 5A 6A 7 8 5 5 PRO 5 7,14450,15,4.7,https://cf.shopee.co.id/file/c361728133904dfab02edf29086652a1,https://shopee.co.id/-CASING-SOFT-CASE-XIAOMI-REDMI-4A-3-4X-NOTE-5A-5A-6A-7-8-5-5-PRO-5-7-i.35026093.1856500868,rajakingkong,KOTA JAKARTA TIMUR,https://shopee.co.id/rajakingkong,shopee
257,Soft Case Pelindung Lensa Kamera Bahan Silikon Glossy Macaron 2021 New Fashion Casing Untuk OPPO A53 A33 A31 A52 A92 A5 A9 2020 F11 Reno5 5G VIVO Y19 Y17 Y15 Y12 S1 X50 Pro X60 | FGT,14478,83,4.8,https://cf.shopee.co.id/file/95caaf44e01b92ff6080fec0e569b205,https://shopee.co.id/-Soft-Case-Pelindung-Lensa-Kamera-Bahan-Silikon-Glossy-Macaron-2021-New-Fashion-Casing-Untuk-OPPO-A53-A33-A31-A52-A92-A5-A9-2020-F11-Reno5-5G-VIVO-Y19-Y17-Y15-Y12-S1-X50-Pro-X60-|-FGT-i.34657907.6070757054,myle.id,,https://shopee.co.id/myle.id,shopee
208,Xiaomi Redmi Note 9 8 7 5 4 4X 8 PRO 5 PRO 7 PRO 7S Redmi POCO X3 NFC 9 9C NFC 8 6A 5A 4A 8A PRO 8A Dual 10X  Cartoon Cute Foliage Flower Unicorn Soft Clear Case,14736,80,4.8,https://cf.shopee.co.id/file/9e0c9ee91b186698b44af1a07da04415,https://shopee.co.id/-Xiaomi-Redmi-Note-9-8-7-5-4-4X-8-PRO-5-PRO-7-PRO-7S-Redmi-POCO-X3-NFC-9-9C-NFC-8-6A-5A-4A-8A-PRO-8A-Dual-10X--Cartoon-Cute-Foliage-Flower-Unicorn-Soft-Clear-Case-i.77884290.5631817787,3dcase.id,,https://shopee.co.id/3dcase.id,shopee
107,Case For Xiaomi Redmi Note 4X Premium Soft iPaky Carbon,14900,0,4.7,https://images.tokopedia.net/img/cache/250-square/product-1/2018/2/12/26912076/26912076_56624f28-6ebf-4381-b2cb-52257617b8c7_850_850.jpg,https://m.tokopedia.com/caselovastore/case-for-xiaomi-redmi-note-4x-premium-soft-ipaky-carbon-hitam-49ac?whid=0,Caselova Store,Bekasi,https://m.tokopedia.com/caselovastore,tokopedia
295,Case Shatter Anti Slip Xiaomi Redmi Note 6 Pro S2 Note 4 4X Note 5A Note 5A Prime 5 Plus Mi A1 Mi A2,14900,63,4.7,https://cf.shopee.co.id/file/66dfabee5fe4f52ca5792a3075fdd83f,https://shopee.co.id/-Case-Shatter-Anti-Slip-Xiaomi-Redmi-Note-6-Pro-S2-Note-4-4X-Note-5A-Note-5A-Prime-5-Plus-Mi-A1-Mi-A2-i.11585656.2312446495,babibustore,KOTA BEKASI,https://shopee.co.id/babibustore,shopee
7,Case For Xiaomi Redmi 4X / 4X Prime Premium Softcase iPAKY Carbon,14900,0,4.8,https://images.tokopedia.net/img/cache/250-square/product-1/2018/2/15/26912076/26912076_849e5cea-3558-48ed-8ed9-94ebfff1a0c2_850_850.jpg,https://m.tokopedia.com/caselovastore/case-for-xiaomi-redmi-4x-4x-prime-premium-softcase-ipaky-carbon-hitam?whid=0,Caselova Store,Bekasi,https://m.tokopedia.com/caselovastore,tokopedia
330,Case For Xiaomi Redmi Note 4X Snapdragon Premium iPaky Carbon Fiber Shockproof Hybrid,14900,57,4.8,https://s3.bukalapak.com/img/3948531412/large/Case_For_Xiaomi_Redmi_Note_4X_Snapdragon_Premium_iPaky_Carbo.jpg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/cftqzf-jual-case-for-xiaomi-redmi-note-4x-snapdragon-premium-ipaky-carbon-fiber-shockproof-hybrid,Caselova Store,Bekasi - Jawa Barat,https://www.bukalapak.com/u/caselovastore,bukalapak
301,Case iPaky Soft Carbon For Xiaomi Redmi 4X,14900,57,5.0,https://s1.bukalapak.com/img/16443476611/large/2019_07_03T21_46_16_07_00.jpg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/1x9nypv-jual-case-ipaky-soft-carbon-for-xiaomi-redmi-4x,Caselova Store,Bekasi - Jawa Barat,https://www.bukalapak.com/u/caselovastore,bukalapak
323,Case iPaky Soft Carbon For Xiaomi Redmi 4X,14900,57,5.0,https://s1.bukalapak.com/img/16443476611/large/2019_07_03T21_46_16_07_00.jpg,https://www.bukalapak.com/p/handphone/aksesoris-handphone/casing-cover/1x9nypv-jual-case-ipaky-soft-carbon-for-xiaomi-redmi-4x,Caselova Store,Bekasi - Jawa Barat,https://www.bukalapak.com/u/caselovastore,bukalapak
185,CASE DOVE MY CHOICE LIST WARNA CASING COVER XIAOMI REDMI NOTE 4X,14999,0,4.9,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/5/5/610f5e26-74b9-4fd6-8018-68204723397b.jpg,https://m.tokopedia.com/global88acc/case-dove-my-choice-list-warna-casing-cover-xiaomi-redmi-note-4x?whid=0,Global88acc,Bandung,https://m.tokopedia.com/global88acc,tokopedia
172,Aladoy Case Xiaomi Redmi 4X Premium Softcase + Tempered Glass,15000,0,4.0,https://images.tokopedia.net/img/cache/250-square/product-1/2020/9/1/16500622/16500622_815179c1-7883-42b8-81f2-e893fda52554_1000_1000,https://m.tokopedia.com/putraaladoy/aladoy-case-xiaomi-redmi-4x-premium-softcase-tempered-glass?whid=0,Aladoy Shop Acc,Jakarta Selatan,https://m.tokopedia.com/putraaladoy,tokopedia
128,Case Slim Matte For Xiaomi Redmi Note 4x Mediatek -Free Tempered Glass,15000,0,4.2,https://images.tokopedia.net/img/cache/250-square/product-1/2017/11/27/1442596/1442596_8cace7f9-60f2-4b90-b693-79742c875587_850_850.jpg,https://m.tokopedia.com/twelvencom/case-slim-matte-for-xiaomi-redmi-note-4x-mediatek-free-tempered-glass-1?whid=0,Twelven com,Jakarta Barat,https://m.tokopedia.com/twelvencom,tokopedia
34,Xiaomi Redmi 4X / Prime Casing Softcase Carbon Back Case SoftShell,15000,0,4.6,https://images.tokopedia.net/img/cache/250-square/product-1/2017/11/12/179826204/179826204_fffa5f8a-beb9-42e1-aa76-4dab3b07e5f9_525_512.jpg,https://m.tokopedia.com/bontothd/xiaomi-redmi-4x-prime-casing-softcase-carbon-back-case-softshell?whid=0,BONTOT hd,Jakarta Barat,https://m.tokopedia.com/bontothd,tokopedia
9,Case Dove Xiaomi Redmi 4X My Choise Polos Armor Matte,15000,0,4.7,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/11/c9a55a28-33d2-4578-a124-c999109ab059.jpg,https://m.tokopedia.com/bcaccessories1/case-dove-xiaomi-redmi-4x-my-choise-polos-armor-matte?whid=0,BC Accessories1,Jakarta Pusat,https://m.tokopedia.com/bcaccessories1,tokopedia
134,Casing case armor carbon Xiaomi redmi note 4 note 4x note4x snapdragon,15000,0,4.7,https://images.tokopedia.net/img/cache/250-square/product-1/2017/6/1/0/0_83bf25be-157e-412d-981f-86a3f320e70b_960_960.jpg,https://m.tokopedia.com/ar-rahmani/casing-case-armor-carbon-xiaomi-redmi-note-4-note-4x-note4x-snapdragon-hitam?whid=0,AR RAHMAN OUTLET,Jakarta Barat,https://m.tokopedia.com/ar-rahmani,tokopedia
140,xiaomi redmi note 4x note4 pro snapdragon armor ipaky carbon soft case,15000,0,4.7,https://images.tokopedia.net/img/cache/250-square/product-1/2017/9/16/176338336/176338336_8cf9b5dc-625b-4680-a963-2bd9a3246d62_800_800.jpg,https://m.tokopedia.com/ar-rahmani/xiaomi-redmi-note-4x-note4-pro-snapdragon-armor-ipaky-carbon-soft-case-hitam?whid=0,AR RAHMAN OUTLET,Jakarta Barat,https://m.tokopedia.com/ar-rahmani,tokopedia
3,XIAOMI REDMI NOTE 4 / NOTE 4X ARMOR COLORED MATTE CASE ORIGINAL,15000,0,4.8,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2021/2/26/b9933ef2-bc93-431a-8679-44efb44691de.jpg,https://m.tokopedia.com/bcaccessories1/xiaomi-redmi-note-4-note-4x-armor-colored-matte-case-original?whid=0,BC Accessories1,Jakarta Pusat,https://m.tokopedia.com/bcaccessories1,tokopedia
